Unnamed: 0,content,individual,groups,religion/creed,race/ethnicity,politics
9313,"Làm_vậy chi vậy , làm vậy chi cho chúng chửi vậy",1,0,0,0,0
7211,Dơ vlll nhưng t thích,2,0,0,0,0
6542,Nguyễn_Uyên người có tầm_nhìn_xa và sâu vl . Bạn tôi đc của ló đấy,2,0,0,0,0
6146,Hợp_lý hơn nè abe :),1,1,0,0,0
785,Đây có_lẽ là cách_mạng của con cẩu mang tên Gờ_Zờ : V,3,0,0,0,0
8333,Thấm lắm anh ạ ! Biến_cố quá lớn . Phí_phạm thanh_xuân ...,1,0,0,0,0
2863,Ở Mỹ sao người vn don bây_ác quá,3,3,0,3,0
6734,T lạy m 😂,1,1,0,0,0
4712,Người Việt mà đéo được về Việt . Đâm_đầu chết mẹ đi cho mấy mà vừa_lòng .,0,0,0,0,0
1101,"Cùng ngành và bao_che cho nhau , sao biết nó lạm_quyền mà xử_lý ? tôi ở tỉnh xa , đi đến đây bị cảnh_sát của ông trưng_dụng phương_tiện . rồi đợi ông trả xe ở đâu ? mất_mát đồ_đạc , tài_sản , xe bị đâm đụng hỏng_hóc , biết đâu mà bồi_thường ? tôi sẽ tiếp_tục hành_trình , hay ngồi đợi ông quay lại trả phương_tiện ..... luật mới trả lệ . toàn nghĩ cách chộp giật .",2,3,0,0,0
1693,"Không phải năng_khiếu bạn ơi , cái bài này mấy ông ấy đi nhuyễn hết cả rồi còn đâu , dân còn lạ gì :))",1,0,0,0,0
3092,BÀ THÁI ANH_VĂN RẤT GIẢN_DỊ VÀ GẦN_GŨI VỚI DÂN _ NHƯNG RẤT KIÊN_TRUNG _KIÊN CƯỜNG TRƯỚC KẺ_THÙ _ BÀ LÀ TẤM_GƯƠNG_SÁNG CHO RẤT NHIỀU ĐỨA HÈN VỚI GIẶC ÁC VỚI DÂN THAM_HƠN SÚC_VẬT SOI VÀO ĐỂ THAY_TÂM_ĐỔI TÍNH,1,3,0,0,0
9315,chết cười pha JJLeo hiến_thân cho Rambo =))),1,0,0,0,0
8408,💕 💕 💕 💕,0,0,0,0,0
8517,Sau nho qua ha chi k nge đc chi oi e đang nge chi noi ne ma nho qua ha,1,1,0,0,0
7880,Cực_kì thuyết_phục 😄,1,1,0,0,0
7619,1 nhân_vật hải_ngoại mà tôi yêu thích nhất chúc ông trần dần mạnh_khoẻ nhé,1,1,0,0,0
2240,Bọn bò thì vẫn bảo nhau rằng : tự_hào vì ông chủ mình thật giàu,3,3,0,0,0
8936,Minh muon Lam dep,1,0,0,0,0
712,Thiên_đường của cs !,0,0,0,2,0
6345,Eo_ôi đứa nào thảo với bố théeee yêu quá huhu ❤ ️ ❤ ️ ❤ ️,1,1,0,0,0
1605,Nhà tiên_tri già lẫn rồi nói tào_lao rồi nước Mỹ hiện_giờ đã chết hơn 10000 người rồi .,3,0,0,1,0
3438,Khi K còn cs . ĐMCS,0,0,0,3,3
4550,Thằng Ca nào phát_ngôn câu ngu vãi lìn ._Bụi ? ? ? ?,2,0,0,0,0
5387,Lồn ba_rọi,0,0,0,0,0
5645,Vlòn .,2,2,0,0,0
2517,"mới có anh công_an "" vuốt tóc "" chị bán hàng rong mà bê_bết máu luôn ấy chứ !",2,0,0,0,0
1258,"Nói như_là VN chẵng có cái nào . Nhờ đãng và nhà_nước nên giờ chiếm được 21 điểm . Còn cái vụ năm 74 cứ trách người ở Miền Nam ._Thế có thằng ở miền bắc nào đó đã nói là trung_quốc chiếm giùm , mai_mốt sẽ trả lại .",0,3,0,3,3
6732,Đụng chết 5 thanh_niên có đi tù k ta ?,1,1,0,0,0
1511,My Tran cái con này vòng_vo vlon :)),2,0,0,0,0
1484,chuỵ ba_xạo lồn :)),2,0,0,0,0
3475,Đm ad . Nếu ko phải hoài linh . Mà là người khác xây nhà này . Chính_quyền bỏ_qua rồi đến khi báo_chí nói thì mày lại chẳng_bù lu_bù loa là bụng_phệ ăn_tiền chứ gì . Đm,3,0,0,0,0
1720,"Thắng Ok m chui từ cái lol cho ra nói_chuyện như thằng vô_học , đmm ai nc vs m nhàu vô đây cắn bậy",3,0,0,0,0
5651,phản_động là nói lên SỰ_THẬT,0,0,0,0,0
9781,Fan thầy lắm đấy 3 heo à,1,1,0,0,0
1734,"Vào trường_lớp giáo_viên dạy ta bải vệ môi_trường cây_cối này nọ , song thực_tế các bác lớn hằng ngày vẫn đưa ra nhìu dự_án , đề_xuất để rồi rừng ít lại còn ít hơn . Và lại đưa đề_nghị_luận xh về việc chặt phá rừng",1,3,0,0,0
8047,Lê_Thanh_Huyền_Bich_Phượng cứ ntn thì nát_bét cái sn 🙂,0,0,0,0,0
1114,Thôi ông im mẹ cái mồm đi,2,0,0,0,0
7773,Nhìn có_vẻ vô_lý nhưng rất thuyết_phục,1,1,0,0,0
4159,"Xàm ghê , có miến ziên nào chết liền , tự_nhiên so_sánh với Lisa",2,0,0,0,0
2419,"báo_cáo bò đỏ bọn Thanh_Niên và nhiều tờ báo uy_tín khác của Đảng đang phản_động , giật tít câu view ! truyền_lệnh tấn_công đi lũ bò !",0,3,0,0,0
9696,Vũ_Trọng_Quân ủa rồi bú bình cũng ko yên nữa hả,1,0,0,0,0
1208,Con người yêu đỏng_đảnh thật nhỉ,2,0,0,0,0
5782,Đời vô_thường lắm .. sống phải tu tâm tích_đức cô oi .. khẩu nghiệp quá cô ơi,3,0,0,0,0
7796,Khánh Chi Ghim,1,0,0,0,0
1847,Trọng lú,2,0,0,0,0
2324,Anh ấy nói đúng rồi chỗ này a ấy ở không đc là đúng rồi đề_nghị chuyển mẹ a tiệp vào nhà_xác ở cho nó ấm_cúng 🙂,3,0,0,0,0
9771,Khoe 2 cái quần vừa_mới đập hộp . 😂,1,1,0,0,0
8589,Tao thích thì tao xây thôi =)),1,1,0,0,0
4512,Thánh kiếm đâu za cái này . Mà đọc cái bl của thằng kia song . Tôi đi đái đéo hết bc,2,0,0,0,0
1232,May xạo lồn do am binh,3,0,0,0,0
8025,Nghe thì vô_lý nhưng mà nó lại hợp_lý vch : >,0,0,0,0,0
9479,update nặng,1,1,0,0,0
2890,k rãnh loz làm gì lên xem abe,3,0,0,0,0
6339,xin ạ,1,1,0,0,0
400,"Chế_độ tốt sinh ra con_người tốt . Hết xả súng da đen , trẻ_em , CS mỹ lại làm 3 cái trò này ..",3,3,0,2,0
1285,nghe tới bạn_bè óc nổi cục ... ớn xạo lol hok hà .. thứ ăn cháo đá bát em thấy nhiều chị ơi ... bớt giận bớt giận 🤫,3,3,0,0,0
2820,"add còn viết tắt của address nữa , ngu !",3,0,0,0,0
9298,Petland ghép vào con gà là hơi sai_nha,1,0,0,0,0
8901,Phạm_Dungx_dũng cừi,1,0,0,0,0
5375,Yêu_đương đ gì tầm này em còn phải đi cà_khịa đã 😒,0,0,0,0,0
3290,"VFF đang bận công_chuyện rồi , thiết_nghĩ năm nay mà bóng_đá nữ mà giành vàng thì_chớ có cho mấy lão VFF đi nhờ chuyên_cơ để ăn hôi như kỳ_Seagames trước =))",0,3,0,0,0
8142,Đoàn Duy_Diện ké địa_chỉ đi bác : <,1,0,0,0,0
8059,Duyên vụ chị_gái livetream đấy !,1,0,0,0,0
7335,Khánh_Ngọc bỏ tù và phạt_tiền c ạ . Cách_ly 14 ngày ko thích thì phạt 14 tháng tù_và 140 tr,1,0,0,0,0
4295,Nó chuẩn_bị dizz thầy thật r thầy Ba ơiiii =))),1,0,0,0,0
7917,Kiểu tóc khiến ae gục ngã,1,1,0,0,0
7859,abe dạo này nóng quá à hoong quạo nha abe . số abe nó mở ra zị thôi chửi cc nè abe,1,1,0,0,0
2598,trong nội_bộ tổ_chức tụi bây còn không tin nhau thì nhân_dân nào mà tin tuyên_giáo búa_liềm,0,2,0,0,0
5618,Bích đú ...,2,2,0,0,0
648,Ad nói chiện như cc ngta phò thì đã sao ngta có trộm_cướp gì nhà m chưa hả con chó ad ? ? ? M đã xác_định đc nghề_nghiệp của ta chưa mà chửi chửi thì chửi cho đúng chư đừng thấy sao,3,3,0,0,0
6123,Dương_Ly_nhím =))))),1,0,0,0,0
9870,Đỗ_Xuyên . Bình_thuận kìa .,1,0,0,0,0
1471,Đm mày,3,0,0,0,0
9393,Yes yes yes =))),1,1,0,0,0
6008,Đình_Quang thô nhưnh thật quá bác ạ =))),1,0,0,0,0
845,"Địt_mẹ mất cái xe thì : "" Chúng_tôi đang điều_tra và giải_quyết "" . Bán hàng rong thì giải_quyết ngay_lập_tức không được để vấn_nạn này xảy ra . Nực_cười vc",3,3,0,0,0
6074,Âu cũng là số_phận muốn đóng vai thiện nhưng đời xô_đẩy ...,1,1,0,0,0
5411,Võ_Công Hoàng cái lon má,2,0,0,0,0
6848,nhìn như ghép :)),1,1,0,0,0
8363,Em iu thầy thầy sela ạ,1,0,0,0,0
7647,Ở một diễn_biến cực_kỳ thuyết_phục,1,1,0,0,0
998,mấy thằng lờ bị nhồi não suốt ngày chỉ đi canh bợ_đít cho đám CS đéo quan_tâm tìm_hiểu tin_tức dc mẹ gì vẫn vào cmt như đúng rồi,0,3,0,0,3
2688,Nguyễn_Thuận_=)) tư_tưởng rừng_rú gì v,2,0,0,0,0
4542,"Cũng đồng_ý vs ad nhưng bạn m từ khi tham_gia và đọc từng câu từng chữ bài đăng của ad thì thay_đổi hẳn , từ đứa ngoan hiền thành láo_xược , có tí chuyện là chửi_bới um lên , 1 lol 2 lol . Buồn hẳn : ' (",2,0,0,0,0
8930,Trần_Minh . Nhà cô ấy trả hết ạ 😀,1,0,0,0,0
7282,Bao Bảo_Ngọc_viec nhe luong cao,1,0,0,0,0
6144,Mệt quá thầy ạ 😞,1,1,0,0,0
5089,Đem lại tiếng cười ... ? ? ? ? Toàn post bài hãm lồn mới đáng cười :))))))))),0,0,0,0,0
6264,Ông này diễn hài nói mua_vui cho mọi người mà . Đừng chửi ông ấy .,1,1,0,0,0
8698,Bán đôi dép nike hoa_cúc để ăn tết ai mua ib giá yêu_thương ❤,1,1,0,0,0
8794,Anh không hiệu,1,1,0,0,0
1612,Sản_phẩm của 1 nền giáo_dục thối_nát mà,3,3,0,0,0
3061,Bọn này luôn gây hiệu_ứng đám đông để nôi tiếng . Ngứa dai . Moi người còn đang lo chông dịch lo cơm_áo gạo tiền đủ thứ phải lo . Làm_loạn để mọi người chú_ý . Không khác gì một con vi_rút luôn_luôn gây mệt_mỏi .,3,3,0,0,0
7308,Ơ ơ : ( (,0,0,0,0,0
7078,Dep wa,0,0,0,0,0
6579,Chơi đthoaiii cơ 😂,1,1,0,0,0
1112,"Mới làm từ_thiện , hôm_nay đại_gia cái miệng giống cái hầm cầu vậy , mã cha mầy chạy xe có ngày đâm cột_điện nè",2,0,0,0,0
7894,Thôn thì làm j tới mức đó đc nhỉ ? ?,1,1,0,0,0
620,Hải_Yến tổ_sư con dở ng nghĩ mình hài_hước hay lòn gì cmt để ngta ỉa vào mặt à Hải_Yến ơi,3,0,0,0,0
169,Tên loài sinh_vật lạ : Dư_luận viên,3,3,0,0,0
7206,Về tới quê t rồi_đây nè 😭 😭,1,0,0,0,0
6157,NhungCovid tài_trợ hết lo gì =))),3,0,0,0,0
4177,"Ở xứ_sở nào đó thì người_ta lại đối_xử với nhau như người rừng , chém_giết nhau vì lý_do vặt_vãnh . THật kì_lạ ! !",1,1,0,1,0
1111,tụi trung + nó qua VN mặc áo_dài luôn rồi ah . các bạn bò vô cho mình tí ý_kiến với ! ! ! thanks các bạn,0,3,0,0,0
4486,"Dịt mẹ đéo báo cong an bắt mẹ đi họp bàn cái lồng , mẹ đi xe buyt mà éo bảo_vệ dc khách_hàng",3,3,0,0,0
6725,Bài này nghe bất_tai thôi . Dùng comeback vs cảm_ơn đàn_Đóm của ổng . Chứ bài này không có tính phổ_biến đủ mọi loại tuổi như 3 hit đầu,1,1,0,0,0
5410,best xạo lol ý,0,0,0,0,0
2988,Noi_Tum lai hai thang đều ngu,3,0,0,0,0
1603,thật_sự khó_chịu mấy thành phận vô_ý_thức vcl . Ngày_xưa củng có mấy lần mắc ỉa đi ra vs công_cộng hay chờ tới lượt đc ỉa . Đụ cái lz má dô nhìn cái thôi quyết_định nhịn ỉa tới khi về nhà và đến giờ có đi đâu mắc ỉa củng nhịn tới về nhà ỉa luôn á :),0,2,0,0,0
3569,Toàn ngu_muội . Đi ra đó mà đánh đi .,3,3,0,0,0
5064,Bh nó làm quả múa quạt của cậu bảnh thì còn vl nữa,2,0,0,0,0
6546,Vũ_Thanh_Huyền khổ quá mà 😥,1,0,0,0,0
2878,Nguyễn_Nhật_chuẩn cmnr . nhạc ko nhai nổi . đên bon fan cũng đéo_thể yêu_thương nổi luôn,3,3,0,0,0
5289,Chán không thèm nói !,0,0,0,0,0
8944,♥ ️ 🌷,0,0,0,0,0
8303,Học_sinh úc ùng_ục đấy anh ưi 🤣 🤣 🤣,1,0,0,0,0
9176,ngủ đi thầy ơi,1,0,0,0,0
4914,Mes ddocj muoons sangr ddm,2,2,0,0,0
1411,Minh Hiếu ơi . Chị chửi con_Đĩ Thu ở Hàn_Quốc đi chị,3,0,0,0,0
6788,: ( ( ( (,0,0,0,0,0
8456,Ngoại_tình vậy mà thầy nói mẫu_mực 😕,1,0,0,0,0
9468,Hnay sói sẽ làm thử_thách 24 h đưa ông_già về quê 😂,1,0,0,0,0
2378,"đem bom mà rải_thảm cho rồi chứ bọn này nát lắm rồi , nó có phân_biệt được những người phụ_nữ như mẹ nó nữa đâu , ái zà",0,3,0,0,0
1029,Nhìn thầy có khác gì th nghiện k,2,0,0,0,0
8138,Hóng abe làm game thêm hard cho học_sinh mãn nhãn,1,0,0,0,0
7805,Sai_lầm lớn nhất của tuổi_trẻ,1,1,0,0,0
71,Thấy thì thấy nói giàu lắm có tiền lắm con ông cháu cha lắm . Ra nước_ngoài dell có tiền về . Bệnh xạo lozzz thì vẫn còn mỗi ngày .,3,0,0,0,0
6716,Như_Quỳnh rủ boà_Trinh cho đủ tay :))))) ra nhà t ở . K lo chi hết :)))),1,0,0,0,0
627,Sau vụ nay anh tiệp chuyển qua nuôi heo . vì ko ai mua gà của anh nữa,2,2,0,0,0
5241,t deo hieu no cuoi cl gi nua,0,0,0,0,0
7527,Thịt lợn tăng,1,1,0,0,0
9690,Nguyễn_Bình có cả hậu hoàng,1,0,0,0,0
7655,chuyện về con quái_vật =)),1,1,0,0,0
7673,Coi cười bệnh luôn,1,1,0,0,0
2110,Hằngg Ann đu ma may,3,0,0,0,0
2117,ng kh có đạo_đức,3,0,0,0,0
2647,"Sao mày ngu thế mày giỏi mày đi kêu_gọi mn xem người_ta có góp cho mày k . Mày thấy làm mệt quá à . Người_ta có tiền thì góp tiền , có sức góp_sức . Còn mày cảm_thấy bất_công quá thì nghỉ con mẹ mày đi làm từ_thiện đi . Làm từ_thiện mà lại so_sánh thiệt hơn so so cái cc . Mày tưởng mày bê được mấy cái thùng mì tôm là mày to à",3,0,0,0,0
6065,"Rõ_ràng chức_danh chủ_tịch mà , sao ý_thức lại khác vậy 😌 ( (",3,2,0,0,0
238,: v ... CS nó làm gì nhỉ ?,0,2,0,0,2
7972,Võ_Hoài_Phong xin video,1,0,0,0,0
3522,"Day khong phai la con nguoi nua , , , tinh_tinh_tinh , ,",3,0,0,0,0
2277,"Thiệt @ @ VN mốt thành cái ổ trộm_cướp_giật đồ hết , tha_hồ trộm đi , nhà_nước bảo_vệ cho",0,0,0,3,0
5432,Các hãng nổi_tiếng calvin gucci chanel đều bên nước_ngoài mắc gì đem về vn cho nhỏ đó tri_ân tri_nghĩa_.... có ăn qq quá ai nói_Gì cũng tin biết cuộc_đời sài chai nước_hoa chính hãng chưa nữa,0,2,0,2,0
946,Lại Thế_Cường rẻ tiền,2,0,0,0,0
9495,Tiếc hùi_hụi vì miếng đất_nước kìa,1,1,0,0,0
453,Con nay het thuoc chua roi,2,0,0,0,0
1278,"Chó là bạn , đéo phải tôi 😂 😂",3,0,0,0,0
5028,Nguyễn_Văn_Thiện chậm cdmm,3,0,0,0,0
1730,Trần_Hoàng_Long đĩ mẹ m con ? Trần_Hensy của c nè,3,0,0,0,0
4598,link đâu con_mẹ m,0,0,0,0,0
9025,Đây đích_thị là một người bác_sĩ vĩ_đại ❤ ️,1,0,0,0,0
5936,Nhật Long toang . Kiểu ni còn lâu lắm : ( (,1,0,0,0,0
603,Má thằng mả_mẹ nào design nhìn mới tưởng nó mặc thêm 1 quần chưa kịp kéo khóa . Style kiểu này kn là thằng LÝ_QUÝ_KHÁNH,3,0,0,0,0
8016,"Hóng thánh , Đầu xui đuôi lọt",0,0,0,0,0
8826,"Mấy loại này coi cho vui thôi chứ mua gì mà mua , chẳng_thà mua 1 chai mắc xứng_đáng hơn 5 7 chai dỏm 😏",1,1,0,0,0
2957,Tuấn Mạnh :))) Nhật nổi_tiếng biến_thái mà,0,0,0,3,0
5839,Cực_kì thuyế ... hác xì .... á chết mẹ ..,2,2,0,0,0
7049,Ngô_Kỷ về VN lánh_nạn Covid19 rồi !,1,0,0,0,0
7994,Nghe ko thuyết_phục lắm nhưng có_vẻ hợp_lý = ] ] ] ~,1,1,0,0,0
9045,Tộc_trưởng có_thể mai_mối cho dân nữ không,1,0,0,0,0
5891,Panda Thái đã xem =))),1,0,0,0,0
5758,Nguyễn_Thành_Nhân nói dân chí thấp thì cũng không phải . Đ hiểu kiểu gì =)))),3,0,0,2,0
1724,biến đi nghĩa,2,0,0,0,0
8185,Em 2 k5 cũng fan khánh Phương nè,1,0,0,0,0
3028,"Thằng dân nào vay tiền lắm thế ? Đm nhân_dân , nhân_dân cái lồn !",3,3,0,3,0
530,"Ba_mươi kg tiền nếu đốt thì cháy được khoảng bao_lâu , nếu đốt từng tờ cũng không khỏi 1 ngày , thôi ráng đợi đến ngày_lành tháng tốt rồi đốt cho cựu bộ_trưởng xài nha , vì tới giờ_phút đó bộ_trưởng muốn xài thì cũng phải lấy lửa đốt mới xài được chứ phải o ?",3,0,0,0,0
9929,Ở cùng một diễn_biến 😆 😆,1,1,0,0,0
1337,Nguyễn_Đức bạn là chó . Cũng là món ăn,3,0,0,0,0
5100,vãi trò hề,0,0,0,0,0
5756,Ngứa dái chưa kkkkk,2,2,0,0,0
1100,"Khanh Pham dốt_nát kèm nghe bọn ngu 3 / / / dẻo_mồm tiêm_nhiễm thì_ra thành cái loại như này đó bạn . Có_khi mấy đứa 3 / / / nó tự làm mình nhiễm rồi về VN để lây_lan cho dân_chúng , sau đó nó đăng tin đăng bài nói nhà_nước vô_dụng này nọ , gây ra bạo_loạn lật",3,3,0,0,0
7875,Hâm_mộ quả page này v . Đã chửi hay lại còn vẽ đẹp . Phát_huy nhé ad oiiiiiiiii,1,1,0,0,0
677,Dong di_troi danh khanh dam xe dung be dau . No banh xac . Do thu khau nghiep,0,0,0,0,0
2765,Nguyễn_Trọng_Thái ong giám bảo anh tôi sai à ? Sai cc đéo sai 😆,2,0,0,0,0
3051,"bộ hàng_hải :)) admin ngu đéo chịu đc :)))))))))))) ôi "" bộ hàng_hải "" =)))))",3,0,0,0,0
9342,Mình hiểu uống sao không tan mỡ bụng chị Ba vàng_Ngọc cũng giàu ._Hóa cho_nên đồng . Hùi_hụi cho tới tháng tám,1,0,0,0,0
8633,Ae chuẩn_bị đón_nhận nút bạc nhanh nhất của sờ chim mơ ba_rọi béo đi,1,1,0,0,0
1170,TRUNG_QUỐC LÀ 1 BẬC_THẦY VỀ HỐI_LỘ . :))),0,0,0,3,3
2012,Trương_q.huy ... trương chột dịch nầy trốn trong lùm nào rồi mà không thấy sủa nữa ta,3,0,0,0,0
4269,"Từ_thiện cái máu L gì kiểu này . Có_lòng sao đéo đến cái mái ấm , xóm nghèo , xóm lao_động mà phát gạo tận_tay . Dm khoanh chân 1 chỗ bỏ 1 cục tiền mua 1 đống gạo xong vứt 1 đống xong ghi 3 cái chữ kiểu GẠO FREE ĐÂY BU ZO BU ZO MỖI NGƯỜI 1 BỊCH :)",2,2,0,0,0
8892,Nguyễn_Trọng_Hiệp nước_mũi hả chú,1,0,0,0,0
8660,Cháu cô Minh_Hiếu đã đi học lại chưa zị ?,1,1,0,0,0
204,"Tàu mà ... miệng bốn tốt , 16 vàng nhưng bắn ngang lưng như rạ ở gạc ma , giờ nhảy qua tư chính ... chừng hốt xong nó đốt luôn .",0,0,0,3,0
9264,M cầm_đầu đi ad,2,2,0,0,0
4624,Hat nhu lon 🙂,0,0,0,0,0
7469,Lâm Khánh_Chi gặp cô Minh_Hiếu có_vẻ hơi khớp,1,0,0,0,0
8045,mà thanh_toán qua master là đc giảm thêm 5 tr,0,0,0,0,0
5871,ông làm bố tôi hơi lâu rồi đấy ' Tùng sói said,2,2,0,0,0
9394,Ko liên_quan lắm 🤣 🤣,1,1,0,0,0
2775,Giết nó,3,0,0,0,0
9715,Thanh_Tuyền ko khác nhau mấy . :),1,0,0,0,0
878,Già đầu mà non quá :)))),2,0,0,0,0
5422,Hot link em_gái ngon_ngọt nước cho ae nè,0,0,0,0,0
9251,Về lập kênh mới à ?,1,1,0,0,0
5737,Ngoc Pham đệch,2,0,0,0,0
3159,Do con di_nug lon,3,0,0,0,0
8324,Sau_này em sẽ đ cho con_em xem mèo tôm đâu anh ạ : ( (,1,0,0,0,0
2674,học_trò lol,3,0,0,0,0
3052,Không có nên chửi người_ta là bắt ky ! Hồn láo_toét miệng_lưỡi quá !_Khẩu_nghiệp quả_báo sớm lắm,3,2,0,0,0
1030,Chúng_nó cấu_kết với nhau để khép_tội cho HDHải bằng mọi thủ_đoạn ! Bọn chó đấy còn dã_man tàn_nhẫn như thằng hung_thủ kia và vẫn đang nhởn_nhơ ngoài_vòng pháp_luật ! Đáng sợ,2,3,0,0,0
5697,biển nhiễm_độc ! giờ trâu_bò lợn gà lũ cuốn luôn ! miền trung tụi em cạp đất ăn zần rồi ạ ! nhờ ơn đảng !,3,3,0,2,3
3744,"chửi cái qq gì , ko làm đúng quy_trình thì bị loại đúng rồi",0,2,0,0,0
6663,Nghĩ nó chán . 🤔,1,1,0,0,0
4574,Đi vài bữa rã_họng rồi lại lết về thôi mà . loại mất dậy ...,0,0,0,0,0
7605,Tết đẹp_ý chứ,1,1,0,0,0
500,Bọn cấp cao nó bắt đi chứ có muốn đi đâu sợ bỏ_mẹ ra,3,3,0,0,2
9111,Và chúng_nó gọi đó là đẳng_cấp,2,2,0,0,0
6835,cungf quan_điểm,1,1,0,0,0
8477,Gặp tao đấm không trượt phát lào =)),2,0,0,0,0
7843,mong bác yên_nghỉ 😢,1,1,0,0,0
981,Bả này có dương_vật đó,3,0,0,0,0
9775,nhường cho còn ko ăn đc,1,1,0,0,0
8,mài có óc để suy_nghĩ ko add ? cái đồng băng đó mài tính đào hồ bnhiu cho đủ hả thằng ngu ?,3,0,0,0,0
1735,"1 con phố đang xinh_đẹp , nề niếp bổng thằng chó ad nó ỉa trước cửa nhà nó . Người_ta ko cho , nó bảo ỉa như_thế để tạo mùi thơm cho khu_phố . Nó thích sự khác bjệt là thế",3,3,0,0,0
8779,Quá duyên luôn cô ơi 😍 😍,1,1,0,0,0
3758,Cà_khịa vl,0,2,0,0,0
7044,Mới nhìn thầy thay đồ mà giờ nằm một cục rồi,0,0,0,0,0
7526,🤣 🤣 🤣 chao su phu,1,1,0,0,0
898,"Quang_Vinh Le bọn cẩu tham_quan mới có triệu đô bu càng , chứ đám bò đỏ có vẹo gì để bu đâu cụ ngoại bị nhồi_sọ tẩy_não",3,3,0,0,2
6465,Vn sao ko đề_nghị bên dai lon tướt quất tịch trực khỏi dai lon về vn 1000 người sử nó,1,1,0,0,0
9183,"1 chai Tommy chính hãng tao mua 96 đô , 1 chai Giò trắng là 98 đô , cái nào cũng gần 2 tr3 , đâu ra nước_hoa 150 k mà thật nhỉ",1,1,0,0,0
5896,thế thua gì bác .. k công_khai mà cả VN điều biết tên e nó bác nghĩ ngta đón được sao ? ? ? ?,1,1,0,0,0
3151,Con này nó như con hấp ấy,3,0,0,0,0
7951,K7 ? ? ? ?,0,0,0,0,0
8963,Càng già thì con virut nó càng mê . Sức đề_kháng yếu rồi dễ đi lắm ._Mong bác yên nghĩ 1 người vì mọi người,1,1,0,0,0
2761,"Dân_đen dân bẩn ai mà không biết , chỉ có người trong_sạch đứng trong hàng_ngũ của Đ là không biết thôi .",3,3,0,3,3
6890,ông anh được vl 🤣 🤣 🤣,2,2,0,0,0
161,Admin làm một bài post để thể_hiện sự ngu_si . Chắc sợ mọi người không biết,3,0,0,0,0
1494,Nguyễn_Hoàng_Anh_Tú thế thì ăn cứt đi chứ đừg để chết vì cô rô na,3,0,0,0,0
702,nếu nó khai_báo cẩn_thận thì cả máy_bay bị cách_ly ngay từ đầu thì có phải giờ đỡ khổ không . Chúng_ta đéo nên bênh các bạn ơi 🙂,1,0,0,0,0
2746,Lấy tiền miền nam đi nuôi một lũ con_cháu trung_quốc,0,0,0,3,3
6076,Ngọc_Huy học_hỏi idol để có quả đầu đẹp nha =))),1,0,0,0,0
6557,Trên Cao_Bằng bọn tôi đu cây suốt : A_Độ said,1,1,0,0,0
8372,Liên_minh mobile ? 😀,0,0,0,0,0
1896,Là cái nước mà ai cũng biết là ai đấy . Nhưng CP đéo dám nói ra,0,3,0,2,0
5408,Như con bóng dạ . :)),0,0,0,0,0
5656,Đỷ mẹ,2,2,0,0,0
4781,"Đinh_Bá_Trung ơi nếu không có ai đồng_ý với ý_kiến của mày thì mày nên xem lại đi , 1 người cũng đéo có mà cứ cãi . Mày hút thuốc trên xe thì tao xịt thẳng vào mõm mày trước khi lên xe chứ đợi mày gây cháy xe nữa à . Mượn lời ad tý nhé ( thằng lỏng bao )",2,0,0,0,0
9746,Trai đất nay la cua bố mày,2,2,0,0,0
9811,Cực_kì thuyết_phục 😂,1,1,0,0,0
8241,"Phạm_Trần_Nhật_Quang Anime đã vào đâu mà đòi rút , chắc có Nả hay Bi_Rồng gì thôi .",1,0,0,0,0
824,Cs như bầy sư_tử săn mồi ! Gặp phải thứ gì chúng cũng muốn cướp hết và bất_chấp tất_cả . Trừ_khi người bị cướp đủ năng_lực chống_trả thì chúng mới dừng . Bản_chất của lũ cs là cướp và cướp .,0,0,0,3,3
4310,Cho_phép cái đéo gì mà cá sống ở tầng nước SÂU cũng chết . Đm,0,0,0,0,0
177,"Dm trọng lắm chiêu , nhìu trò . eo lam đc cc gi",3,0,0,0,0
3469,Nước có màu cũng la không màu cũng la . Nhờ ơn cộng_sản mới đc vầy,0,0,0,0,3
7898,nghỉ lâu thế thầy : ( ( (,1,1,0,0,0
8026,vinahouse anh 3 :)),1,0,0,0,0
8958,Còn sức còn chơi 😎 😎,1,1,0,0,0
6590,T phải phạt cô thật nặng mới được !,1,1,0,0,0
1308,"Hạnh An ồ việt nam gan quá , chắc tụi mình k phải là ng việt nam r , và lúc chết do víu chắc lúc đó cũng kêu là không sợ , ồ nhưng bố sợ bố muốn nghỉ học cho nghỉ học đi t sợ chết : ( ( (",0,0,0,2,0
4483,An noi mat dai,0,0,0,0,0
2875,😅 đụ_mẹ mấy thằng cộng_sản này nó cứ bắt bọn trung_Quốc sản_xuất đá không mang đi thiêu_hủy mà cứ chia nhau đập lấy gì không ngáo phát_biểu linh_tinh,0,0,0,3,3
3201,Cô ba vàng giả cái ( ) cát không . 😂,3,0,0,0,0
8115,Ông trần dần nói tổng_thống phải nge hé hé đúng tự_do ngôn_luận,1,0,0,0,0
3087,"Đây là chú bộ_đội , đéoo phải ch ó CA ? bộ_đội đéoo muốn làm cũng bắt_buộc phải làm thôi .",3,3,0,0,0
8339,❤ ❤ ❤,0,0,0,0,0
2667,Đéo hiểu thằng này k có não sao làm đc quan nhỉ ?,3,0,0,0,0
1140,Anh 3 oi.anh_lam gi co LON ma chui.hahaha,2,0,0,0,0
